Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Because of this planning required by Sport SG, NSAs like SAQ can see it continues to success. At the 2023 Southeast Asian Games in Cambodia, Singapore Aquatics returned with 23 gold, 16 silver and 12 bronze medals.",34,676,014-002-095-108-013-676,939
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Therefore, I would like to join Members Assoc Prof Jamus Lim and Mr Muhamad Faisal Abdul Manap on their Motion to celebrate the achievements of our athletes at the 32nd Southeast Asian Games and the 12th ASEAN Para Games in Cambodia. Well done, Team Singapore!",35,677,014-002-095-108-013-677,940
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"As mentioned earlier, I would like to say that the NSAs with Government and non-Government agencies are consistently evaluating the systems and have clear, reliable, reasonable goals many years in advance.",36,678,014-002-095-108-013-678,941
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"And I welcome the hon Member Mr Darryl David's amendments ""That this House celebrates the accomplishments of our athletes and para-athletes, including that the 32nd Southeast Asian Games and the 12th ASEAN Para Games in Cambodia, and calls on the Government to continue its thorough evaluation of the areas of improvement in Singapore's sporting ecosystem, and commit to realising our goals in sports over the coming decade.""",37,679,014-002-095-108-013-679,942
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Deputy Speaker, I have had a very exciting sporting journey. In 2000, at the age of 18, I represented Singapore at the Sydney Olympic Games. That year I was ranked first in Asia in the 200 metres freestyle. I have been a CEO of a National Sport Association and currently a President of one. I have had the good fortune of being a world champion coach. I was on SNOC's exco and I am serving in various capacity in international sporting organisations.",38,680,014-002-095-108-013-680,943
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"I have seen and experienced various systems and models internationally. Hand on heart, Singapore has a good ecosystem which balances Government, non-Government and private sector needs. There is no perfect system in the world, but this is a system that works in Singapore for Singapore. I am excited by the amendments to the Motion that we will continue to not only refine it for our needs and the changing requirements but also to have a commitment from this House that we will commit to realising our ambitions for high performance sports over the coming decade.",39,681,014-002-095-108-013-681,944
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),I am thrilled to support these amendments to the Motion.,40,682,014-002-095-108-013-682,945
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"I would like to raise three key issues and I agree with hon Member Leon Perera we can improve, and I have the following suggestions – so please bear with me.",41,683,014-002-095-108-013-683,946
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"One, access to facilities. Many NSAs and clubs require facilities around programmes. I would like to encourage Active SG, together with MOE schools, to unlock their facilities to enable NSAs and the public to run their programmes there.",42,684,014-002-095-108-013-684,947
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Two, National Service, I would be the first to say that I have never swum faster than I did after National Service (NS), not because I was not allowed the time to train but because I sustained a career-ending injury right before enlistment. I actually went to Central Manpower Base (CMPB) and enlisted in crutches.",43,685,014-002-095-108-013-685,948
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),And I would like to acknowledge hon Sylvia Lim's suggestions about post-career injuries and how we can better support our athletes. I think this goes a long way to show appreciation for our athletes who have sacrificed so much.,44,686,014-002-095-108-013-686,949
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"I believe that NS is essential and every male Singaporean has to do it. The question is ""when"". To be fair, Ministry of Defence (MINDEF) has allowed short-term and long-term deferments to allow national athletes to pursue their athletic goals before enlisting.",45,687,014-002-095-108-013-687,950
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"What is even more encouraging is that MINDEF has started to engage directly with NSAs through MCCY. In November 2022, MINDEF met up with National Sports Association to talk about NS and its schemes to support our sportsmen. I believe these schemes are fair and our athletes have been very receptive to the flexibility given to them to train, prepare and compete.",46,688,014-002-095-108-013-688,951
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Three, taking competitive sports beyond school years. I spoke at the Committee of Supply (COS) about how Institutes of Higher Learning (IHLs) should play a part in teaching students how to work and exercise. I would like to encourage Sport SG to look at competitive sports as a lifelong journey – encourage Silver Leagues and masters competitions, give people a reason to stay active other than for health benefits.",47,689,014-002-095-108-013-689,952
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Lastly, I would like to acknowledge the hon Member Gerald Giam's comments about parents and how important a part they play in the child's sporting journey. As a parent of a young child myself, I hope to be a sporting parent like Mr Giam and we cannot overstate the importance of parents in Singapore's sporting success.",48,690,014-002-095-108-013-690,953
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"In conclusion, sports are important not only for individuals who participate in them but also for society as a whole. At the highest level of competition, sports inspire us with the incredible feats of athleticism and determination that are possible when we push ourselves to our limits.",49,691,014-002-095-108-013-691,954
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Beyond the spectacle of competition, sports promote discipline, dedication and perseverance. Athletes who train and compete at that level, learn to set goals, work hard and overcome adversity. They develop their skills and abilities to reach new heights of achievements, showing us what is possible when we apply ourselves to a challenge.",50,692,014-002-095-108-013-692,955
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Moreover, sports provide powerful role models for our young people, inspiring them to pursue their passions and believe in themselves. They show us that with hard work, dedication and perseverance, we can great things and make a positive impact on the world around us.",51,693,014-002-095-108-013-693,956
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Finally, sports have the power to bring people together, promote unity and understanding across cultures and national boundaries. They provide a common ground where people can connect and share in the joy of competition and achievement, fostering friendship and goodwill amongst individuals and nations alike.",52,694,014-002-095-108-013-694,957
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Through sports, Singaporeans can push ourselves to new levels of achievement and inspire others to do the same, building a brighter future for us and generations to come.",53,695,014-002-095-108-013-695,958
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"I would like to take this opportunity to thank the athletes, the volunteers, coaches, administrators and scientists for their tireless work that they do to help our future sports stars achieve their dreams and put Singapore on the map of sports.",54,696,014-002-095-108-013-696,959
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"Mdm Deputy Speaker, as I am the last NMP to speak on the last session of our term, if I may, I would, on behalf of the NMPs – Janet Ang, Yia Swam,  Shahira Abdullah, Prof Hoon, Prof Koh, Hsing Yao and Raj – we would like to thank everyone – all the hon Members here, the staff at Parliament, everyone here for this incredible opportunity and journey. Faster, higher, stronger, together. [Applause.]",55,697,014-002-095-108-013-697,960
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Leader of the Opposition.,1,698,014-002-095-108-013-698,961
2023-07-06,Sporting Success,014-002-095-108-013,Mr Pritam Singh,"  Thank you, Mdm Deputy Speaker. Just a quick series of questions for the NMP. He raised the matter of Rui Yong again and I think my speech made it quite clear where I stood on the matter.",1,699,014-002-095-108-013-699,962
2023-07-06,Sporting Success,014-002-095-108-013,Mr Pritam Singh,"Just to confirm the point, I think he put the question out as to whether Rui Yong has been disparaging and so forth. I have not made the point in my speech that discipline and all these other important things in sports are not important. But I would like to ask the Member does he advocate a system where it is ""two strikes and you are out"".",2,700,014-002-095-108-013-700,963
2023-07-06,Sporting Success,014-002-095-108-013,Mr Pritam Singh,"I mean, the episode can be resolved in other ways and I have made my point why I think it could be resolved in other ways.",3,701,014-002-095-108-013-701,964
2023-07-06,Sporting Success,014-002-095-108-013,Mr Pritam Singh,"Would he join me in advocating for more dispute resolution mechanisms that can build bridges and in his words ""unite"" rather than ""divide""? Rui Yong is a flag bearer for Singapore. And I think we can consider how best to rehabilitate him and keep working on ensuring that ""we come together as a nation with a view to sporting excellence"". Will the Member join me in supporting him?",4,702,014-002-095-108-013-702,965
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Thank you, Mdm Deputy Speaker, and I thank the Leader of the Opposition for his question and clarifications. Again, I think sports is a continuing journey. I do not speak on behalf of the Singapore National Olympic Council (SNOC), but I think the door is not closed. Again, these are decisions made by the SNOC and not by myself.",1,703,014-002-095-108-013-703,966
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"I think if Rui Yong is truly sorry and he really wants to move forward and wants to be a great ambassador for sports, the door is probably not closed.",2,704,014-002-095-108-013-704,967
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  We just need to move the Exempted Business Motion so that we can continue with the Motion. Deputy Leader.,1,705,014-002-095-108-013-705,968
2023-07-06,Exempted Business ,014-002-095-108-014,,"[(proc text) Resolved, ""That the proceedings on the business set down on the Order Paper for today be exempted at this day's Sitting from the provisions of Standing Order No 2.""  (proc text)]",1,1,014-002-095-108-014-001,969
2023-07-06,Sporting Success,014-002-095-108-015,,[(proc text) Debate resumed. (proc text)],1,1,014-002-095-108-015-001,970
2023-07-06,Sporting Success,014-002-095-108-015,Mdm Deputy Speaker,  Senior Parliamentary Secretary Eric Chua.,1,2,014-002-095-108-015-002,971
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","  Mdm Deputy Speaker, I support the amendments to the Motion raised by Mr Darryl David.",1,3,014-002-095-108-015-003,972
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","But let me start by assuring the House that regular and consistent review and evaluation are conducted as part and parcel of our High-Performance Sports (HPS) ecosystem. Through our review, we examine  (a) what has worked, (b) what has not worked, (c) what we could do differently and (d) chart our future priorities.",2,4,014-002-095-108-015-004,973
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Our goal is to win, of course. But we must accurately define what “winning” is. While recognising that we cannot compete directly with countries that have large populations, we have also performed well in many sports, including swimming, sailing, table tennis, badminton, silat – just to name a few.",3,5,014-002-095-108-015-005,974
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Assoc Prof Jamus Lim distributed a handout suggesting that GDP per capita spending is a predictor of sporting success. First, I wish to point out that the handout does not attribute what the data sources are. Second, saying that sporting success can be pinned down to one predictor is perhaps overly simplistic and shows a lack of understanding of the complexity of our sporting endeavour. In fact, the scatter plot provided by Assoc Prof Lim himself substantiates the point that perhaps there is no correlation between spending and achievement, given the spread of the data points. So, let us not data mine.",4,6,014-002-095-108-015-006,975
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Many more factors are at play, depending on the operating context across countries, and this should also not be limited to just medals, because they are just the tip of the iceberg. Instead, we focus on the development of the sport ecosystem and support systems – a journey that may take an athlete eight to 12 years – to get athletes to the peak of their performance, to realise their full potential, often at a major games or major championships, against the best in Asia or the world. The book, Project 0812, encapsulates this belief, highlighting how our achievements at the Olympics were 20 years or more in the making.",5,7,014-002-095-108-015-007,976
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Our basis is the well-researched and internationally recognised SPLISS model. SPLISS stands for “Sports Policy Factors Leading to International Sporting Success”. This model focuses on key components that make up successful sports ecosystems. In this model, researchers identified nine pillars underpinned by 96 critical success factors that successful sporting nations exhibit. This model has helped us review existing high-performance infrastructure as well as identify gaps and determine priorities for infrastructure development on a sport-by-sport basis.",6,8,014-002-095-108-015-008,977
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","And we have seen results of these efforts. Bowler Shayna Ng, she clinched the International Bowling Federation Super World Championships Women’s Single Title in 2021. She is also Chair of the Singapore National Olympic Council (SNOC)'s Athletes’ Commission, representing and advocating for our athletes. Silat athlete Sheik Farhan secured his fourth World Championship Title at the 19th World Pencak Silat Championships in 2022. Farhan also clinched the Singapore Youth Award in 2019 and was also the first Silat exponent to make the Forbes “30 Under 30 Asia” list.",7,9,014-002-095-108-015-009,978
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","At the recent SEA Games, our athletes delivered stellar results – 51 Golds, 43 Silvers, 64 Bronzes – sixth not seventh, that Assoc Prof Jamus Lim mentioned earlier, in the medal tally table. What is perhaps even more important were the eight Games Records, 17 National Records and 40 Personal Bests (PBs). Particularly significant were the PBs, podium finish or otherwise. These are powerful testimonies of our athletes striving to be the best sporting versions of themselves. After all, it is not just about winning medals, as hon Member He Ting Ru has mentioned in her speech as well. As Australian Olympic swimmer and gold medallist Bronte Barratt puts it, it is about trying to win. The motto is ""faster, higher, stronger”; not “fastest, highest, strongest”.",8,10,014-002-095-108-015-010,979
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Our youths and debutants, too, did us proud. Debutants won 30% of Team Singapore gold medals. As Ms Poh Li San mentioned, Izaac Quek swept all the table tennis men’s events, winning all three Golds in Singles, Doubles and Team. Swimmer Nicholas Mahabir also performed spectacularly, winning two Golds in the relay events as well as three individual Silvers. And it is perhaps worth noting that Izaac was just 16 at the time and Nicholas 18.",9,11,014-002-095-108-015-011,980
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Our para-athletes were also outstanding –12 Golds, 15 Silvers and 17 Bronzes; smashed nine Games Records, 16 National Records and 17 Personal Bests, all from a small contingent of 25 para-athletes. Swimmer Colin Soon not only won four Golds and one Silver but also shattered four Games and National Records.",10,12,014-002-095-108-015-012,981
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","These achievements were only possible because of the “village” behind our TeamSG athletes. Family members, caregivers and friends whose enduring love, sacrifice and belief gave our athletes the strength to turn dreams into reality, something that Member Ms Sylvia Lim is very familiar with. Coaches, for investing time and energy and being role models for our athletes; Coach Roland, along with Lionel Leong and Ang Peng Siong – they have been instrumental in our swimmers’ journey and I was glad that we were able to get Roland that opportunity to present a medal to Colin, his last gold medal. And you can feel and see for yourself that exhilaration on Roland’s face. And not forgetting our sports associations and councils, chefs de missions, corporates, Team Nila volunteers and fans who were a constant source of support for our athletes.",11,13,014-002-095-108-015-013,982
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","How then are champions made? In the next half an hour or so, I want to bring Members into a time warp by illustrating the support that our HPS systems provides through the lens and “life course” of a hypothetical young boy, five-year-old Samuel. To be clear, the boy is hypothetical but the programmes and policies are real.",12,14,014-002-095-108-015-014,983
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel and his family live in a HDB flat with an open-air hardcourt downstairs. Noticing his love for sports, Samuel’s parents considered a range of options for him to explore his interests – sports co-curricular activities (CCAs) in schools, ActiveSG programmes, private academies and clubs as well as private coaching.",13,15,014-002-095-108-015-015,984
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","The parents signed Samuel up for programmes run by ActiveSG academies and clubs, whose variety meant Samuel tried out different sports at a very young age. Samuel’s parents gladly utilised ActiveSG credits that have been provided since 2014, not knowing that these credits probably helped raise sports participation among Singaporeans from 54% in 2015 to some 74% in 2022. And this was driven by our belief that grassroots participation and high performance are not at odds. In fact, they go hand in hand as part of our sporting ecosystem.",14,16,014-002-095-108-015-016,985
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","At Primary 4, Samuel’s teacher nominates him to go for the Junior Sports Academy (JSA) selection trials, a collaboration between the Ministry of Education (MOE) and the National Youth Sports Institute (NYSI). Under this programme, primary school students like Samuel with higher abilities in the physical domain try out different sports and identify where their talent and passion lie. Samuel has lots of fun playing four different sports and, during the programme, he discovers his love for badminton.",15,17,014-002-095-108-015-017,986
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","In the JSA programme, Samuel meets Syahbil and understands that Syahbil was exposed to sports through the SportCares Saturday Night Lights football programme, one of several programmes that provide bursaries for children that come from low-income families to learn a sport. Samuel is particularly inspired by Syahbil as he also goes the extra mile to help others in need and give back actively by volunteering through SportCares. As their friendship develops, Samuel looks for opportunities to play badminton with Syahbil outside of school and outside of the JSA.",16,18,014-002-095-108-015-018,987
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel looks forward to the upcoming sporting facilities that will be built around his neighbourhood. Based on the last three to five years, an average of S$90 million is spent annually to develop and operate stadiums, running tracks, sports halls, pools and other public facilities. And Samuel is particularly excited about the Toa Payoh Integrated Development (TPID) because it is near home and he knows that there will be many more badminton courts.",17,19,014-002-095-108-015-019,988
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","And he has high hopes for the facility because he had visited Bukit Canberra before. Bukit Canberra featured facilities, such as indoor sports halls, swimming pools, gyms, fitness studios, a hawker centre and a polyclinic. And Samuel has also heard from his friends about the Sport-in-Precinct facilities in Nee Soon Central, Woodlands and Gek Poh as well as the rejuvenation works that were done to the Delta and Choa Chu Kang Sport Centres. For now, Samuel is glad that the Dual-Use Scheme (DUS) is in place because that means that 140 indoor sports halls and 100 school fields, roughly half of which are free, are readily made available to the public.",18,20,014-002-095-108-015-020,989
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Soon, PSLE looms ahead but Samuel is thrilled to join the Singapore Sports School (SSP) via the Direct School Admission (DSA). In Samuel’s mind, SSP is where he can pursue both sporting and academic excellence.",19,21,014-002-095-108-015-021,990
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Today, SSP has 10 academies, such as shooting as well as individual programmes that accept students from other sports, such as wushu. Past and present student-athletes have also performed well at Major Games and Championships. For instance, two-thirds of our athletes winning medals and 58% of debutants at the 2023 SEA Games were from the Sports School. They also accounted for about 30% of the medals and gold medals won by Team Singapore.",20,22,014-002-095-108-015-022,991
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","On the academic front, SSP students had also done well – 67% of student-athletes scored at least 40 points out of the maximum 45 points for IB exams while more than 95% of the GCE “O” level cohort qualified for junior college or polytechnic courses.",21,23,014-002-095-108-015-023,992
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","SSP also takes care of athletes’ life issues, for instance, providing education and counselling guidance. Samuel’s friends have also shared with him about fellow SSP student-athlete, fencer Juliet Heng – a real person, by the way – who had done an excellent job of balancing her academic pursuits with her sporting ambitions.",22,24,014-002-095-108-015-024,993
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Like Samuel, Juliet came through the JSA in 2015, where she participated in four sports, including fencing. Juliet then took up SSP’s Learn-to-Fence programme in January 2017 and joined SSP’s fencing academy the year after. Progressing over the years, Juliet qualified for the Asian and World Cadets and Juniors Fencing Championships in 2021. She was youth-carded in 2022, placing her on the high-performance pathway as a junior athlete. As a result of her youth-carding, Juliet received funding support which fully subsidised her participation in local and overseas competitions and facilitated her development as an athlete.",23,25,014-002-095-108-015-025,994
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Juliet fenced her way to the top 32 at the 2022 World Fencing Championships and quickly became a spexScholar in 2023. At the recent SEA Games, Juliet became the first Junior Sports Academy (JSA) graduate to win a gold medal in the Women's Individual Sabre and also winning a joint bronze in the Women's Team Sabre in her debut SEA Games outing – all while excelling in her studies and managing a GPA of 3.55 out of 4 in the Ngee Ann Polytechnic Sports School Diploma Programme in Business Studies.",24,26,014-002-095-108-015-026,995
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","As a spexScholar, Juliet received increased support, opening doors to greater opportunities, including partaking in more than eight International Fencing Federation competitions and overseas training camps with other top-tier fencers, which contributed to her ascent in the world rankings.",25,27,014-002-095-108-015-027,996
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Juliet was also provided comprehensive assistance, including tailored programmes in areas such as strength and conditioning, psychology, biomechanics, nutrition and many other essential elements that contribute to her holistic growth as an athlete.",26,28,014-002-095-108-015-028,997
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Back to Samuel, who has since joined the Singapore Sports School, displaying several strong performances in youth-level competitions. However, he finds the transition from youth-level competitions to senior tournaments challenging. Nevertheless, Samuel presses on, drawing encouragement from sport climber Luke Goh who similarly recognised the difficulty of youth-to-senior transitions, where ""everyone's mindset and mentality just got more cut-throat and intense"". But yet, Luke scaled that transition to secure a bronze medal at the 2022 International Federation of Sport Climbing Asian Cup.",27,29,014-002-095-108-015-029,998
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Luke was also, coincidentally, one of the first youth athletes who I had met when I first took on the role of Parliamentary Secretary at MCCY. Luke's steely resolve to shine at sport climbing, even at a young age then, left a deep impression in me. He is a perfect example of how the National Youth Sports Institute (NYSI) has been supporting emerging sports such as sport climbing, bicycle motocross (BMX) and skateboarding.",28,30,014-002-095-108-015-030,999
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Fast forward a few years. Samuel has since graduated from SSP and has enlisted into NS. He is grateful that since this year, spexScholars are allowed to retain their scholarship while serving NS as well as have existing provisions to support their training and preparation of our national athletes, taking into account the specific circumstances of the athlete, his sport, subject to the SAF's and HomeTeam's operational requirements.",29,31,014-002-095-108-015-031,1000
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel met Team Singapore hurdler Ang Chen Xiang, who gives him confidence to do well both in sport and in NS. It was challenging, to say the least, for Chen Xiang, having to manage training and competitions alongside heavy commitments as a medical officer in the 1st Commando Battalion. Yet, Chen Xiang clinched the silver medal in the men's 110 metres hurdles final in the 31st SEA Games last year while serving NS. He continued to deliver a stunning performance at this year's SEA Games after he ""ORD-ed"", clinching a gold medal in the same event – as the first Singaporean champion in the event since 1967.",30,32,014-002-095-108-015-032,1001
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Chen Xiang credits his performance to his fellow medical officers who had covered his duties when he was away for competition. This gives Samuel quiet confidence that his colleagues will be equally supportive.,31,33,014-002-095-108-015-033,1002
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel has since ""ORD-ed"", balancing university with his sporting ambitions. That has not been easy, but Samuel is glad, however, that the spexEducation scheme helps him to juggle sports and education by supporting him with school admissions, scholarships and scheduling his classes around training and competitions.",32,34,014-002-095-108-015-034,1003
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",The scheme has been made possible through agreements between SportSG and 16 partner Institutions of Higher Learning and has benefitted more than 600 athletes since 2013.,33,35,014-002-095-108-015-035,1004
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","Samuel knows that he will soon need to balance his sporting pursuits not with studies but with his work commitments. Nevertheless, Samuel is grateful that spexBusiness partners, including Grab, MOH Holdings and Nestle, hire around 390 athletes, which provides for flexible work arrangements to support their training and competition schedules.",34,36,014-002-095-108-015-036,1005
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","This is in addition to spexTAG or Training Assistance Grant, which helps to defray athletes' training cost, as well as spexGLOW or Grant for Loss of Wages, which offsets lost wages sustained from missing work due to preparation or competition at the major games. That supports around 800 athletes.",35,37,014-002-095-108-015-037,1006
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Samuel is also glad that he can train at the Singapore Sports Hub that has really blossomed into a vibrant sporting and lifestyle precinct for athletes and the general community alike.,36,38,014-002-095-108-015-038,1007
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","The National School Games Finals at the Sports Hub are now a common affair and it warms Samuel's heart to see intergenerational families spending their evenings and weekends enjoying community programmes at the Sports Hub. He also looks forward to competing for a medal at the Sports Hub in his maiden participation in the Singapore Badminton Open, a Super 750 event that has made Singapore one of the most prestigious spots on the Badminton World Federation (BWF) World Tour, only behind the World Tour Finals and the four Super 1000 tournaments.",37,39,014-002-095-108-015-039,1008
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Samuel loves the challenge and he knows he has home ground support.,38,40,014-002-095-108-015-040,1009
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Years have passed since. Samuel is now an aspiring Olympian and receives an even larger tranche of support as compared to when he was younger.,39,41,014-002-095-108-015-041,1010
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","This mirrors the support that shuttler Loh Kean Yew receives today, including annual grants that provides access including but not limited to technical directors, coaches, National Training Centres and tailored sports science and sports medicine support.",40,42,014-002-095-108-015-042,1011
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)","After the Tokyo Olympics in 2021, Kean Yew was invited to train with Viktor Axelsen in Dubai. This played a pivotal role in Kean Yew winning the BWF World Championships in 2021. This and subsequent Dubai training camps were also funded by the spexScholarship programme.",41,43,014-002-095-108-015-043,1012
2023-07-06,Sporting Success,014-002-095-108-015,"The Senior Parliamentary Secretary to the Minister for Culture, Community and Youth (Mr Eric Chua)",Singapore Sport Institute's (SSI) Athlete Life Team also provided education counselling to Kean Yew when he was studying in Republic Polytechnic and when he decided to pursue badminton full-time.,42,44,014-002-095-108-015-044,1013
